ElapsedTime,TaskNumber,TargetNumber
4.4387047,0,2
5.0424286,0,6
5.6469054,0,1
6.2647662,0,5
6.7743585,0,9
7.3346012,0,4
7.8086505,0,8
8.3228053,0,3
8.7930844,0,7
11.5162005,1,6
12.0866371,1,1
13.2656249,1,5
14.2661955,1,9
14.9326852,1,4
15.5000722,1,8
16.0715839,1,3
16.5680493,1,7
17.1381957,1,2
19.0670058,2,8
19.5356038,2,4
20.0024603,2,9
20.5791693,2,5
21.0780286,2,1
21.5628983,2,6
22.0851774,2,2
22.616516,2,7
23.1682085,2,3
25.4290165,3,2
26.1078241,3,7
27.4266943,3,3
27.9957585,3,8
29.1320962,3,4
29.6583429,3,9
30.2351852,3,5
30.8044118,3,1
31.2926213,3,6
33.8912623,4,5
34.5350527,4,9
35.1016729,4,4
35.6999423,4,8
36.2614126,4,3
36.7895091,4,7
37.3283154,4,2
37.8624248,4,6
38.4438261,4,1
45.4670671,5,1
46.0753163,5,5
46.5834543,5,9
47.1331539,5,4
47.6830541,5,8
48.1927459,5,3
48.6509167,5,7
49.1682215,5,2
49.6245243,5,6
52.1604725,6,9
52.8364823,6,5
53.4735671,6,1
54.0578208,6,6
54.6891356,6,2
55.2226884,6,7
55.8089979,6,3
56.3909168,6,8
56.9328861,6,4
59.2011385,7,6
59.7550733,7,2
61.4891157,7,7
62.150459,7,3
62.7296294,7,8
63.2904566,7,4
63.8710485,7,9
64.4224829,7,5
64.9286177,7,1
67.5808103,8,5
68.1242027,8,1
69.7493139,8,6
70.3453764,8,2
70.8449665,8,7
71.3841412,8,3
71.8433388,8,8
72.3390699,8,4
72.7771793,8,9
75.0779147,9,4
75.5660028,9,8
76.6124098,9,3
77.0479342,9,7
77.5461198,9,2
78.0180713,9,6
78.497981,9,1
80.9222801,9,5
82.8109064,9,9
85.1298663,10,1
86.2443246,10,6
86.7942705,10,2
87.8447547,10,7
88.3398217,10,3
88.8960303,10,8
89.3931174,10,4
90.5780852,10,9
91.1424666,10,5
94.122958,11,8
94.6761995,11,3
95.256004,11,7
95.8768153,11,2
96.4449143,11,6
97.0653757,11,1
97.6647407,11,5
98.3084029,11,9
99.5057886,11,4
102.8659657,12,7
103.453684,12,2
103.9996009,12,6
104.5715637,12,1
105.1039825,12,5
105.6592697,12,9
106.2159174,12,4
106.7153773,12,8
107.230939,12,3
113.6221407,13,3
115.7190482,13,7
116.318197,13,2
116.8805899,13,6
117.5269089,13,1
118.061646,13,5
118.7918539,13,9
119.4277492,13,4
120.0504938,13,8
122.0793787,14,7
122.6636712,14,3
123.2583874,14,8
124.3228363,14,4
125.0025657,14,9
125.6811579,14,5
126.3115973,14,1
126.8771845,14,6
127.448188,14,2
130.1729576,15,4
130.773482,15,9
131.3426257,15,5
131.8924419,15,1
132.3936838,15,6
132.9309335,15,2
134.0357447,15,7
134.5569157,15,3
135.1212042,15,8
137.108196,16,3
137.6021113,16,8
138.6540586,16,4
139.3059803,16,9
139.8777965,16,5
140.3938474,16,1
140.8864587,16,6
141.379114,16,2
144.0022548,16,7
146.4233379,17,9
146.9877567,17,4
147.5183803,17,8
148.6236491,17,3
149.1027423,17,7
149.6544739,17,2
150.1464329,17,6
150.7396248,17,1
151.2565481,17,5
