15,0,0,1,-1
114,0,0,1,-1
126,0,0,1,-1
138,0,0,1,-1
145,0,0,1,-1
154,0,0,1,-1
162,0,0,1,-1
170,0,0,1,-1
178,0,0,1,-1
185,0,0,1,-1
192,0,0,1,-1
200,0,0,1,-1
207,0,0,1,-1
215,0,0,1,-1
221,0,0,1,-1
229,0,0,1,-1
237,0,0,1,-1
243,0,0,1,-1
250,0,0,1,-1
257,0,0,1,-1
266,0,0,1,-1
273,0,0,1,-1
281,0,0,1,-1
289,0,0,1,-1
298,0,0,1,-1
305,0,0,1,-1
312,0,0,1,-1
321,0,0,1,-1
327,0,0,1,-1
336,0,0,1,-1
342,0,0,1,-1
351,0,0,1,-1
358,0,0,1,-1
365,0,0,1,-1
372,0,0,1,-1
380,0,0,1,-1
387,0,0,1,-1
394,0,0,1,-1
401,0,0,1,-1
407,0,0,1,-1
415,0,0,1,-1
422,0,0,1,-1
430,0,0,1,-1
439,0,0,1,-1
446,0,0,1,-1
452,0,0,1,-1
459,0,0,1,-1
468,0,0,1,-1
477,0,0,1,-1
486,0,0,1,-1
494,0,0,1,-1
501,0,0,1,-1
507,0,0,1,-1
516,0,0,1,-1
522,0,0,1,-1
529,0,0,1,-1
537,0,0,1,-1
543,0,0,1,-1
551,0,0,1,-1
557,0,0,1,-1
564,0,0,1,-1
571,0,0,1,-1
579,0,0,1,-1
587,0,0,1,-1
594,0,0,1,-1
602,0,0,1,-1
608,0,0,1,-1
616,0,0,1,-1
622,0,0,1,-1
630,0,0,1,-1
638,0,0,1,-1
646,0,0,1,-1
654,0,0,1,-1
661,0,0,1,-1
668,0,0,1,-1
674,0,0,1,-1
682,0,0,1,-1
688,0,0,1,-1
696,0,0,1,-1
704,0,0,1,-1
711,0,0,1,-1
719,0,0,1,-1
726,0,0,1,-1
734,0,0,1,-1
741,0,0,1,-1
749,0,0,1,-1
756,0,0,1,-1
764,0,0,1,-1
770,0,0,1,-1
778,0,0,1,-1
786,0,0,1,-1
794,0,0,1,-1
812,0,0,1,-1
820,0,0,1,-1
827,0,0,1,-1
836,0,0,1,-1
842,0,0,1,-1
850,0,0,1,-1
856,0,0,1,-1
864,0,0,1,-1
871,0,0,1,-1
879,0,0,1,-1
886,0,0,1,-1
897,0,0,1,-1
905,0,0,1,-1
912,0,0,1,-1
920,0,0,1,-1
926,0,0,1,-1
934,0,0,1,-1
941,0,0,1,-1
949,0,0,1,-1
956,0,0,1,-1
964,0,0,1,-1
970,0,0,1,-1
978,0,0,1,-1
986,0,0,1,-1
993,0,0,1,-1
1000,0,0,1,-1
1006,0,0,1,-1
1015,0,0,1,-1
1021,0,0,1,-1
1030,0,0,1,-1
1039,0,0,1,-1
1048,0,0,1,-1
1055,0,0,1,-1
1064,0,0,1,-1
1071,0,0,1,-1
1080,0,0,1,-1
1088,0,0,1,-1
1096,0,0,1,-1
1103,0,0,1,-1
1112,0,0,1,-1
1121,0,0,1,-1
1127,0,0,1,-1
1135,0,0,1,-1
1143,0,0,1,-1
1150,0,0,1,-1
1157,0,0,1,-1
1166,0,0,1,-1
1172,0,0,1,-1
1181,0,0,1,-1
1197,0,0,1,-1
1203,0,0,1,-1
1210,0,0,1,-1
1218,0,0,1,-1
1225,0,0,1,-1
1235,0,0,1,-1
1241,0,0,1,-1
1250,0,0,1,-1
1257,0,0,1,-1
1265,0,0,1,-1
1272,0,0,1,-1
1281,0,0,1,-1
1288,0,0,1,-1
1296,0,0,1,-1
1304,0,0,1,-1
1310,0,0,1,-1
1318,0,0,1,-1
1325,0,0,1,-1
1333,0,0,1,-1
1341,0,0,1,-1
1349,0,0,1,-1
1356,0,0,1,-1
1365,0,0,1,-1
1371,0,0,1,-1
1380,0,0,1,-1
1387,0,0,1,-1
1394,0,0,1,-1
1401,0,0,1,-1
1408,0,0,1,-1
1416,0,0,1,-1
1423,0,0,1,-1
1433,0,0,1,-1
1440,0,0,1,-1
1449,0,0,1,-1
1456,0,0,1,-1
1464,0,0,1,-1
1471,0,0,1,-1
1479,0,0,1,-1
1486,0,0,1,-1
1492,0,0,1,-1
1502,0,0,1,-1
1508,0,0,1,-1
1516,0,0,1,-1
1523,0,0,1,-1
1533,0,0,1,-1
1541,0,0,1,-1
1549,0,0,1,-1
1557,0,0,1,-1
1566,0,0,1,-1
1573,0,0,1,-1
1582,0,0,1,-1
1588,0,0,1,-1
1596,0,0,1,-1
1603,0,0,1,-1
1612,0,0,1,-1
1620,0,0,1,-1
1628,0,0,1,-1
1638,0,0,1,-1
1645,0,0,1,-1
1652,0,0,1,-1
1659,0,0,1,-1
1666,0,0,1,-1
1673,0,0,1,-1
1681,0,0,1,-1
1688,0,0,1,-1
1696,0,0,1,-1
1703,0,0,1,-1
