ElapsedTime,TaskNumber,TargetNumber
6.4057912,0,8
7.1675779,0,3
7.9704216,0,7
8.6796231,0,2
9.4279314,0,6
10.2623779,0,1
11.0302341,0,5
11.9441787,0,9
12.8388429,0,4
15.5199412,1,2
17.2403057,1,7
17.9797729,1,3
18.7558544,1,8
20.1204949,1,4
21.0033665,1,9
21.6850805,1,5
22.9215493,1,1
24.9701435,1,6
27.453282,2,7
29.0811404,2,3
30.6332593,2,8
31.3030658,2,4
32.8223294,2,9
33.573099,2,5
35.7785073,2,1
36.5158845,2,6
37.3532196,2,2
39.7876659,3,7
40.8966164,3,2
41.5430568,3,6
42.6813162,3,1
43.7131226,3,5
44.5305355,3,9
46.3941112,3,4
47.2604163,3,8
47.9361938,3,3
51.7712546,4,9
52.6592693,4,5
53.3358755,4,1
54.1249024,4,6
55.7913654,4,2
57.6332484,4,7
58.4101628,4,3
59.2217549,4,8
59.9351648,4,4
62.5651742,5,4
63.4480135,5,8
64.2186912,5,3
65.9057149,5,7
66.6386143,5,2
67.3636773,5,6
68.1660953,5,1
68.9206106,5,5
69.6548492,5,9
72.2071198,6,6
73.9539774,6,1
74.727568,6,5
75.4351721,6,9
76.2450656,6,4
77.1328789,6,8
77.7297379,6,3
78.4415382,6,7
79.1204879,6,2
79.1220431,7,2
81.9457336,7,6
82.3200072,7,1
83.2987676,7,5
84.0912219,7,9
84.7322641,7,4
85.5327787,7,8
86.2131761,7,3
86.9674415,7,7
89.9564653,8,4
90.8571663,8,9
91.8101952,8,5
93.7317847,8,1
95.473878,8,6
96.2402475,8,2
96.9147698,8,7
97.6222214,8,3
98.5048199,8,8
101.0291976,9,3
101.8923822,9,7
102.6368697,9,2
105.9386252,9,6
107.4528865,9,1
108.2200742,9,5
109.634497,9,9
110.5872455,9,4
112.225717,9,8
115.5350803,10,1
116.2910016,10,6
117.123421,10,2
117.9819681,10,7
118.7196364,10,3
119.5207019,10,8
120.2611302,10,4
121.0744836,10,9
121.8541621,10,5
128.6391231,11,5
129.3947895,11,9
130.182496,11,4
130.8748879,11,8
131.5934393,11,3
132.3420533,11,7
133.0252916,11,2
133.7488244,11,6
134.5101617,11,1
138.0526142,12,8
138.732906,12,4
139.4596606,12,9
140.1790666,12,5
140.871757,12,1
141.5757173,12,6
142.2930004,12,2
143.064776,12,7
143.7472676,12,3
146.4759754,13,6
147.1275302,13,2
148.5922504,13,7
149.2152985,13,3
149.878254,13,8
150.5209239,13,4
151.1896128,13,9
151.9390371,13,5
152.6564949,13,1
155.445125,14,3
156.8626929,14,8
157.5357284,14,4
158.1729966,14,9
158.8910828,14,5
159.5385623,14,1
160.2511754,14,6
160.939398,14,2
161.609991,14,7
164.886908,15,1
166.0260008,15,5
166.6987168,15,9
167.3011015,15,4
167.9324388,15,8
168.6038305,15,3
169.2198215,15,7
169.9038197,15,2
170.5103351,15,6
174.6628055,16,9
175.2729557,16,4
175.8908309,16,8
176.5145128,16,3
177.1243229,16,7
177.7518629,16,2
179.9011683,16,6
180.5141903,16,1
181.0761299,16,5
183.665411,17,5
184.3815429,17,1
185.002879,17,6
185.6318788,17,2
186.2143485,17,7
186.8306038,17,3
187.4974405,17,8
188.1368978,17,4
188.7912969,17,9
