ElapsedTime,TaskNumber,TargetNumber
4.7857706,0,5
5.6322136,0,1
6.624542,0,6
7.4361658,0,2
11.264497,0,7
16.4150271,0,3
17.6120249,0,8
18.6556773,0,4
19.729394,0,9
25.7203568,1,1
26.7448776,1,6
27.6285078,1,2
28.6301974,1,7
29.6633447,1,3
30.5948597,1,8
31.6266991,1,4
32.5849413,1,9
33.426676,1,5
38.093175,2,3
39.7795168,2,8
40.6562629,2,4
41.5264533,2,9
44.4599635,2,5
45.4930147,2,1
50.9754213,2,6
52.0697883,2,2
55.3834027,2,7
61.2565518,3,2
62.2586208,3,6
63.2678052,3,1
64.2463878,3,5
65.3436662,3,9
66.2934448,3,4
68.264399,3,8
69.2419992,3,3
70.2043902,3,7
