ElapsedTime,TaskNumber,TargetNumber
9.6108874,0,3
20.6760584,0,7
22.3483531,0,2
25.2026684,0,6
27.6931144,0,1
28.9120944,0,5
30.3903606,0,9
31.6145655,0,4
34.0995732,0,8
61.1068636,1,2
62.7808564,1,7
63.8527816,1,3
64.9110524,1,8
65.8317256,1,4
66.8470498,1,9
67.7693528,1,5
68.8542915,1,1
70.3317475,1,6
73.5208276,2,8
74.341576,2,3
75.2179491,2,7
76.6338082,2,2
77.5282716,2,6
79.1303498,2,1
80.0022383,2,5
80.9002569,2,9
82.3864139,2,4
89.9305723,3,7
91.5774717,3,3
92.524817,3,8
93.3904764,3,4
96.4961882,3,9
97.4054307,3,5
98.2970173,3,1
99.2150562,3,6
100.0621421,3,2
