ElapsedTime,TaskNumber,TargetNumber
8.043294,0,3
9.0599278,0,8
10.0412765,0,4
13.5002546,0,9
14.5628606,0,5
15.7729838,0,1
16.9455866,0,6
18.0740028,0,2
19.1875847,0,7
24.0353633,1,3
24.977066,1,7
26.0247621,1,2
27.0148208,1,6
30.4652503,1,1
31.5013837,1,5
34.6823604,1,9
35.900209,1,4
37.0234382,1,8
40.5734097,2,2
41.6634724,2,7
42.6921582,2,3
43.8781671,2,8
44.8804149,2,4
45.9497916,2,9
46.9585376,2,5
47.9640916,2,1
48.9733855,2,6
52.9533608,3,4
53.9615896,3,9
54.8876828,3,5
55.7795739,3,1
56.6986589,3,6
57.6171906,3,2
58.5610372,3,7
59.4483895,3,3
60.3385742,3,8
