ElapsedTime,TaskNumber,TargetNumber
5.4777938,0,2
6.7585232,0,7
8.4644312,0,3
9.6146385,0,8
10.6487412,0,4
13.8093963,0,9
14.7578785,0,5
17.9644096,0,1
19.5011102,0,6
25.8387425,1,3
27.2189116,1,8
28.3742163,1,4
29.6593769,1,9
30.8314447,1,5
31.99001,1,1
33.1534378,1,6
35.2889288,1,2
36.7169896,1,7
42.5628808,2,4
43.7962164,2,8
45.6779694,2,3
47.1630563,2,7
48.3997401,2,2
49.8445838,2,6
51.2171373,2,1
52.82991,2,5
54.0327193,2,9
68.0074991,3,6
69.3794759,3,1
70.4574675,3,5
71.7067636,3,9
73.0541802,3,4
74.4335171,3,8
75.7561672,3,3
76.8817703,3,7
78.7916176,3,2
84.4735028,4,9
85.9014491,4,4
87.4964378,4,8
88.5732076,4,3
90.3387979,4,7
91.6352182,4,2
92.6443297,4,6
93.9428268,4,1
94.9772331,4,5
