ElapsedTime,TaskNumber,TargetNumber
4.5647143,0,5
5.8078476,0,1
7.02809,0,6
8.2656619,0,2
10.355159,0,7
11.4617034,0,3
12.4724443,0,8
13.4917548,0,4
14.6117774,0,9
18.5514736,1,3
19.8720006,1,7
21.0250359,1,2
22.554798,1,6
24.2593518,1,1
25.235653,1,5
26.3951333,1,9
27.4339397,1,4
29.0712852,1,8
37.918456,2,8
38.9494077,2,4
40.1440752,2,9
41.4116147,2,5
42.8204761,2,1
44.0060516,2,6
45.043889,2,2
46.1143927,2,7
47.7513361,2,3
51.9684069,3,8
53.2281885,3,3
54.590192,3,7
55.5434201,3,2
57.1920278,3,6
58.120194,3,1
59.7611471,3,5
61.5709803,3,9
62.8955941,3,4
