ElapsedMilliseconds,Count,CorrectCount,ModeStatic,TestNumber
0,0,0,0,1
62,0,0,0,1
113,0,0,0,1
120,0,0,0,1
129,0,0,0,1
135,0,0,0,1
141,0,0,0,1
151,0,0,0,1
157,0,0,0,1
168,0,0,0,1
174,0,0,0,1
184,0,0,0,1
190,0,0,0,1
198,0,0,0,1
205,0,0,0,1
212,0,0,0,1
219,0,0,0,1
226,0,0,0,1
233,0,0,0,1
239,0,0,0,1
247,0,0,0,1
254,0,0,0,1
259,0,0,0,1
268,0,0,0,1
274,0,0,0,1
281,0,0,0,1
289,0,0,0,1
297,0,0,0,1
305,0,0,0,1
312,0,0,0,1
320,0,0,0,1
329,0,0,0,1
338,0,0,0,1
348,0,0,0,1
355,0,0,0,1
364,0,0,0,1
371,0,0,0,1
379,0,0,0,1
398,0,0,0,1
407,0,0,0,1
416,0,0,0,1
422,0,0,0,1
431,0,0,0,1
437,0,0,0,1
446,0,0,0,1
452,0,0,0,1
457,0,0,0,1
466,0,0,0,1
472,0,0,0,1
481,0,0,0,1
488,0,0,0,1
494,0,0,0,1
502,0,0,0,1
508,0,0,0,1
517,0,0,0,1
524,0,0,0,1
531,0,0,0,1
538,0,0,0,1
546,0,0,0,1
552,0,0,0,1
558,0,0,0,1
567,0,0,0,1
573,0,0,0,1
578,0,0,0,1
586,0,0,0,1
593,0,0,0,1
602,0,0,0,1
608,0,0,0,1
615,0,0,0,1
620,0,0,0,1
629,0,0,0,1
636,0,0,0,1
641,0,0,0,1
651,0,0,0,1
656,0,0,0,1
665,0,0,0,1
672,0,0,0,1
680,0,0,0,1
687,0,0,0,1
694,0,0,0,1
702,0,0,0,1
710,0,0,0,1
719,0,0,0,1
727,0,0,0,1
736,0,0,0,1
746,0,0,0,1
753,0,0,0,1
760,0,0,0,1
769,0,0,0,1
774,0,0,0,1
784,0,0,0,1
790,0,0,0,1
798,0,0,0,1
806,0,0,0,1
814,0,0,0,1
822,0,0,0,1
830,0,0,0,1
837,0,0,0,1
846,0,0,0,1
852,0,0,0,1
859,0,0,0,1
868,0,0,0,1
874,0,0,0,1
883,0,0,0,1
890,0,0,0,1
898,0,0,0,1
906,0,0,0,1
914,0,0,0,1
921,0,0,0,1
930,0,0,0,1
936,0,0,0,1
942,0,0,0,1
952,0,0,0,1
958,0,0,0,1
967,0,0,0,1
973,0,0,0,1
980,0,0,0,1
989,0,0,0,1
996,0,0,0,1
1004,0,0,0,1
1010,0,0,0,1
1018,0,0,0,1
1027,0,0,0,1
1035,0,0,0,1
1042,0,0,0,1
1051,0,0,0,1
